,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
1070,ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300427156/,Москва,sale,flat,5,5,-1,56.0,-1,0,2900000,Богородское,Ивантеевская ,3К5,Бульвар Рокоссовского,
1071,Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/300969240/,Москва,sale,flat,1,5,1,11.8,-1,0,3300000,Хорошевский,3-я Магистральная ,20Б,Шелепиха,
1072,Елена Мирова,realtor,https://www.cian.ru/sale/flat/297962396/,Москва,sale,flat,1,27,1,39.7,-1,0,3550000,Хорошево-Мневники, Генерала Глаголева,19,Народное Ополчение,
1073,ЭТАЛОН,real_estate_agent,https://www.cian.ru/sale/flat/290644239/,Москва,sale,flat,12,12,-1,44.0,-1,0,3800000,Измайлово,2-я Прядильная ,5,Измайловская,
1074,Людмила Виноградова,realtor,https://www.cian.ru/sale/flat/299958853/,Москва,sale,flat,1,12,-1,36.0,-1,0,3800000,Северное Тушино, Героев Панфиловцев,37К4,Сходненская,
1075,ИМПЕРИАЛ,official_representative,https://www.cian.ru/sale/flat/299570374/,Москва,sale,flat,1,5,1,19.6,-1,0,3800000,Очаково-Матвеевское,Рябиновая ,45К2,Озёрная,
1076,Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/279298831/,Москва,sale,flat,2,6,1,13.2,-1,0,3865000,Северное Измайлово,Сиреневый бульвар,15,Щёлковская,
1077,Аслан Гасанов,realtor,https://www.cian.ru/sale/flat/298683140/,Москва,sale,flat,1,2,1,17.0,-1,0,3900000,Вешняки,аллея Первой Маевки,15с5,Вешняки,
1078,Capital Mars,real_estate_agent,https://www.cian.ru/sale/flat/299604849/,Москва,sale,flat,1,8,1,13.0,-1,0,3950000,Савеловский,Бутырская ,53К3,Дмитровская,
1079,ИНФИНИТИ,real_estate_agent,https://www.cian.ru/sale/flat/292756404/,Москва,sale,flat,1,3,1,15.8,-1,0,3990000,,,163с1,Саларьево,
1080,UNO - Отдел краткосрочной аренды,real_estate_agent,https://www.cian.ru/sale/flat/300499891/,Москва,sale,flat,1,2,1,14.4,-1,0,3950000,Соколиная гора,Вольная ,25,Семёновская,
1081,МГСН-отдел продаж,real_estate_agent,https://www.cian.ru/sale/flat/301259485/,Москва,sale,flat,5,5,-1,32.0,-1,0,4000000,Рязанский, Михайлова,2/6,Стахановская,
1082,ТСН Владис,real_estate_agent,https://www.cian.ru/sale/flat/299107847/,Москва,sale,flat,1,8,1,15.0,-1,0,4000000,Алексеевский,Рижский проезд,7,ВДНХ,
1083,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300992697/,Москва,sale,flat,2,9,-1,60.0,-1,0,4100000,Чертаново Центральное,Днепропетровская ,27к1,Южная,
1084,АРТ,real_estate_agent,https://www.cian.ru/sale/flat/301272886/,Москва,sale,flat,1,14,1,11.0,-1,0,4100000,Таганский,Николоямский переулок,2,Таганская,
1085,Center Realty,real_estate_agent,https://www.cian.ru/sale/flat/299970822/,Москва,sale,flat,4,5,1,9.0,-1,0,4150000,Черемушки,Херсонская ,41А,Зюзино,
1086,Центр недвижимости ВАШ ДОМ,real_estate_agent,https://www.cian.ru/sale/flat/272078153/,Москва,sale,flat,4,4,1,14.6,-1,0,4200000,Ховрино,Клинская ,8С1,Ховрино,
1087,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/297254800/,Москва,sale,flat,4,16,1,17.6,-1,0,4350000,Нижегородский,Подъемная ,1,Калитники,
1088,НДВ,real_estate_agent,https://www.cian.ru/sale/flat/300153550/,Москва,sale,flat,3,3,1,14.3,-1,0,4350000,Нижегородский,шоссе Фрезер,17АС1,Нижегородская,
1089,Анна Крупская,realtor,https://www.cian.ru/sale/flat/288413164/,Москва,sale,flat,1,9,1,11.0,-1,0,4444444,Сокол, Зорге,28,Зорге,
1090,ЭКСПРЕСС Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296757890/,Москва,sale,flat,2,5,1,46.0,-1,0,4420000,,,,,
1091,Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/300934690/,Москва,sale,flat,1,5,1,17.8,-1,0,4500000,Хорошевский,3-я Магистральная ,20Б,Шелепиха,
1092,БЕСТ-Недвижимость на Баррикадной,real_estate_agent,https://www.cian.ru/sale/flat/297697989/,Москва,sale,flat,3,3,1,15.0,-1,0,4500000,Дмитровский,Яхромская ,3,Яхромская,
1093,Оксана Волошина,realtor,https://www.cian.ru/sale/flat/301067217/,Москва,sale,flat,6,12,-1,35.0,-1,0,4500000,Перово, Металлургов,48К4,Перово,
1094,ЕСН,real_estate_agent,https://www.cian.ru/sale/flat/301257953/,Москва,sale,flat,3,3,1,13.0,-1,0,4600000,Коньково,Миклухо-Маклая ,42Б,Беляево,
1095,Качанова и партнеры,real_estate_agent,https://www.cian.ru/sale/flat/298263988/,Москва,sale,flat,5,16,-1,42.3,-1,0,4750000,Бирюлево Восточное,Загорьевская ,29,,
1096,Наталья Мишина,realtor,https://www.cian.ru/sale/flat/298060727/,Москва,sale,flat,1,3,1,38.3,-1,0,4850000,, Генерала Донскова,25к6,Апрелевка,Борисоглебское
1097,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298544927/,Москва,sale,flat,1,3,1,35.0,-1,0,4921000,, Генерала Донскова,27к1,Апрелевка,Борисоглебское
1098,Марина Старцова,realtor,https://www.cian.ru/sale/flat/297197260/,Москва,sale,flat,4,4,1,39.0,-1,0,4980000,, Ирландская,4к2,Подольск,Ирландский квартал
1099,Роман Пузаченков,realtor,https://www.cian.ru/sale/flat/300589646/,Москва,sale,flat,2,4,-1,35.8,-1,0,4950000,Фили-Давыдково,Кутузовский проспект,69к5,Кунцевская,
1100,Денис Каргин,realtor,https://www.cian.ru/sale/flat/300788942/,Москва,sale,flat,4,5,1,20.1,-1,0,4999999,Марфино,Гостиничная ,5,Окружная,
1101,Денис Каргин,realtor,https://www.cian.ru/sale/flat/300710740/,Москва,sale,flat,4,5,1,20.0,-1,0,4999999,Марфино,Гостиничная ,5,Окружная,
1102,Денис Каргин,realtor,https://www.cian.ru/sale/flat/282683054/,Москва,sale,flat,4,5,1,20.1,-1,0,4999999,Марфино,Гостиничная ,5,Окружная,
1103,PORTAL ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/301563147/,Москва,sale,flat,3,3,1,35.8,-1,0,5000000,, Десятинная,8,Апрелевка,Борисоглебское
1104,Capital Mars,real_estate_agent,https://www.cian.ru/sale/flat/301302101/,Москва,sale,flat,2,8,1,15.8,-1,0,5000000,Савеловский,Бутырская ,53К3,Дмитровская,
1105,Денис Камышанский,realtor,https://www.cian.ru/sale/flat/300122469/,Москва,sale,flat,6,16,1,26.2,-1,0,5000000,,,23А,Апрелевка,
1106,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153461/,Москва,sale,flat,4,5,1,19.7,-1,0,5015000,Марфино,Гостиничная ,5,Окружная,
1107,Правовой центр жилья-эстейт,real_estate_agent,https://www.cian.ru/sale/flat/300062146/,Москва,sale,flat,4,12,-1,34.7,-1,0,5000000,Таганский,Таганская ,22,Марксистская,
1108,ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/289694246/,Москва,sale,flat,5,12,-1,32.8,-1,0,5000000,Зябликово,Шипиловская ,44/27,Шипиловская,
1109,Денис Каргин,realtor,https://www.cian.ru/sale/flat/300667780/,Москва,sale,flat,3,5,1,20.3,-1,0,5099999,Марфино,Гостиничная ,5,Окружная,
1110,Денис Каргин,realtor,https://www.cian.ru/sale/flat/298357242/,Москва,sale,flat,3,5,1,20.2,-1,0,5099999,Марфино,Гостиничная ,5,Окружная,
1111,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299856723/,Москва,sale,flat,3,3,1,35.1,-1,0,5125000,, Генерала Донскова,27к1,Апрелевка,Борисоглебское
1112,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299849676/,Москва,sale,flat,1,3,1,36.2,-1,0,5120000,, Генерала Донскова,27к1,Апрелевка,Борисоглебское
1113,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298901365/,Москва,sale,flat,2,3,1,35.1,-1,0,5112000,, Генерала Донскова,27к1,Апрелевка,Борисоглебское
1114,Наталья Ворожейкина,realtor,https://www.cian.ru/sale/flat/301230391/,Москва,sale,flat,1,2,1,31.0,-1,0,5100000,,,10,Подольск,
1115,Денис Каргин,realtor,https://www.cian.ru/sale/flat/300668604/,Москва,sale,flat,1,5,1,19.5,-1,0,5149999,Марфино,Гостиничная ,5,Окружная,
1116,DREAM HOUSE,real_estate_agent,https://www.cian.ru/sale/flat/291480860/,Москва,sale,flat,1,3,1,35.5,-1,0,5150000,Новофедоровское поселение, Десятинная,5,,Борисоглебское
1117,DREAM HOUSE,real_estate_agent,https://www.cian.ru/sale/flat/292794694/,Москва,sale,flat,1,3,1,35.5,-1,0,5150000,, Генерала Донскова,19,Апрелевка,Борисоглебское
1118,Московский Союз Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/293971061/,Москва,sale,flat,16,16,1,16.9,-1,0,5180000,Ярославский,Ярославское шоссе,116К2,ВДНХ,
1119,Capital Mars,real_estate_agent,https://www.cian.ru/sale/flat/297040416/,Москва,sale,flat,4,16,1,18.5,-1,0,5200000,Ярославский,Ярославское шоссе,116К2,ВДНХ,
1120,Павел Русаков,realtor,https://www.cian.ru/sale/flat/301039188/,Москва,sale,flat,3,4,1,30.9,-1,0,5200000,,,47,Подольск,
1121,Московский Союз Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/292204416/,Москва,sale,flat,4,16,1,18.5,-1,0,5200000,Ярославский,Ярославское шоссе,116К2,ВДНХ,
1122,Илья Лыжков,realtor,https://www.cian.ru/sale/flat/298465782/,Москва,sale,flat,5,5,1,30.2,-1,0,5200000,с. Кленово, Мичурина,3,,
1123,Денис Каргин,realtor,https://www.cian.ru/sale/flat/293859596/,Москва,sale,flat,2,5,1,20.6,-1,0,5230000,Марфино,Гостиничная ,5,Окружная,
1124,Елена Форман,realtor,https://www.cian.ru/sale/flat/296342825/,Москва,sale,flat,6,6,1,30.0,-1,0,5249999,Восточное Измайлово,Первомайская ,126,Первомайская,
1125,Дмитрий Дмитриев,realtor,https://www.cian.ru/sale/flat/300879496/,Москва,sale,flat,4,5,1,18.9,-1,0,5250000,Очаково-Матвеевское,Рябиновая ,45К2,Озёрная,
1126,Ольга Кузнецова,realtor,https://www.cian.ru/sale/flat/301423882/,Москва,sale,flat,2,16,1,22.4,-1,0,5250000,Отрадное, Римского-Корсакова,14,Отрадное,
1127,Capital Mars,real_estate_agent,https://www.cian.ru/sale/flat/281954303/,Москва,sale,flat,1,12,1,23.0,-1,0,5333000,Ивановское,Челябинская ,14,Новогиреево,
1128,АРТ,real_estate_agent,https://www.cian.ru/sale/flat/294771543/,Москва,sale,flat,1,16,1,19.0,-1,0,5300000,Ярославский,Ярославское шоссе,116К2,ВДНХ,
1129,Простор-недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/292533826/,Москва,sale,flat,2,6,1,31.0,-1,0,5350000,Чертаново Северное,Варшавское шоссе,125,Южная,
1130,Наталья Мишина,realtor,https://www.cian.ru/sale/flat/298276318/,Москва,sale,flat,1,3,1,41.45,-1,0,5350000,, Генерала Донскова,25к6,Апрелевка,Борисоглебское
1131,ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299925901/,Москва,sale,flat,5,5,1,30.0,-1,0,5390000,,,13,Апрелевка,
1132,Наталья Мишина,realtor,https://www.cian.ru/sale/flat/298277022/,Москва,sale,flat,3,3,1,41.5,-1,0,5400000,, Генерала Донскова,25к6,Апрелевка,Борисоглебское
1133,Наталья Мишина,realtor,https://www.cian.ru/sale/flat/298104527/,Москва,sale,flat,3,3,1,41.5,-1,0,5400000,, Генерала Донскова,25к5,Апрелевка,Борисоглебское
1134,ИНСТАР Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299884766/,Москва,sale,flat,2,5,1,19.8,-1,0,5445000,Марфино,Гостиничный проезд,8К1,Окружная,
1135,SRG,real_estate_agent,https://www.cian.ru/sale/flat/298822303/,Москва,sale,flat,1,4,1,40.4,-1,0,5499000,, Ирландская,4к2,Подольск,Ирландский квартал
1136,ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/298574101/,Москва,sale,flat,5,5,1,36.1,-1,0,5499000,, Юбилейная,12к1,Коммунарка,
1137,Сергей Синицын,realtor,https://www.cian.ru/sale/flat/286867547/,Москва,sale,flat,4,5,1,18.0,-1,0,5450000,Очаково-Матвеевское,Рябиновая ,45К2,Давыдково,
1138,БЭСТ ФАКТОРИ НЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/298465903/,Москва,sale,flat,2,3,1,37.6,-1,0,5500000,, Генерала Донскова,29к4,Апрелевка,Борисоглебское
1139,Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/299105794/,Москва,sale,flat,12,12,-1,34.2,-1,0,5500000,Чертаново Южное, Подольских Курсантов,2к1,Пражская,
1140,Capital Mars,real_estate_agent,https://www.cian.ru/sale/flat/298790582/,Москва,sale,flat,2,8,1,16.3,-1,0,5500000,Савеловский,Бутырская ,53К3,Дмитровская,
1141,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298554169/,Москва,sale,flat,1,3,1,45.3,-1,0,5527000,, Генерала Донскова,27к1,Апрелевка,Борисоглебское
1142,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298901242/,Москва,sale,flat,2,3,1,45.4,-1,0,5539000,, Генерала Донскова,27к1,Апрелевка,Борисоглебское
1143,Елена Токмаджян,realtor,https://www.cian.ru/sale/flat/300718061/,Москва,sale,flat,4,5,-1,27.0,-1,0,5500000,Даниловский,Автозаводская ,17К1,,
1144,Елена Мирова,realtor,https://www.cian.ru/sale/flat/299743847/,Москва,sale,flat,1,7,1,26.4,-1,0,5500000,Южнопортовый,1-я Дубровская ,14,Дубровка,
1145,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/301160669/,Москва,sale,flat,4,6,1,15.9,-1,0,5500000,Вешняки,аллея Первой Маевки,15с1,Вешняки,
1146,Upright Estate,real_estate_agent,https://www.cian.ru/sale/flat/296573878/,Москва,sale,flat,2,3,1,35.0,-1,0,5500000,, Вышгородская,14,Апрелевка,Борисоглебское
1147,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/299777079/,Москва,sale,flat,1,4,1,33.4,-1,0,5600000,, Ирландская,4к1,Подольск,Ирландский квартал
1148,UNO-Estate,real_estate_agent,https://www.cian.ru/sale/flat/296522814/,Москва,sale,flat,4,4,1,15.0,-1,0,5600000,Соколиная гора,Щербаковская ,41А,Семёновская,
1149,Юлия Шульга,realtor,https://www.cian.ru/sale/flat/300728874/,Москва,sale,flat,4,4,1,40.0,-1,0,5600000,, Ирландская,4к1,Подольск,Ирландский квартал
1150,Денис Каргин,realtor,https://www.cian.ru/sale/flat/294973123/,Москва,sale,flat,3,3,1,22.7,-1,0,5649000,Головинский,Солнечногорский проезд,17,Моссельмаш,
1151,Азбука Жилья,real_estate_agent,https://www.cian.ru/sale/flat/290952354/,Москва,sale,flat,3,5,1,31.0,-1,0,5650000,,,,,
1152,ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/297265190/,Москва,sale,flat,8,9,1,36.0,-1,0,5695000,Южное Тушино, Свободы,35С18,Сходненская,
1153,Елена Колокольцева,realtor,https://www.cian.ru/sale/flat/296484240/,Москва,sale,flat,6,9,1,19.0,-1,0,5699000,,проспект Куприна,38к2,Бунинская аллея,Эко Бунино
1154,Денис Каргин,realtor,https://www.cian.ru/sale/flat/293823518/,Москва,sale,flat,6,6,1,29.8,-1,0,5699000,Восточное Измайлово,Первомайская ,126,Первомайская,
1155,Денис Каргин,realtor,https://www.cian.ru/sale/flat/294230460/,Москва,sale,flat,2,3,1,23.1,-1,0,5699999,Головинский,Солнечногорский проезд,17,Моссельмаш,
1156,Адрес,real_estate_agent,https://www.cian.ru/sale/flat/296939878/,Москва,sale,flat,5,6,1,16.2,-1,0,5700000,Перово, 2-я Энтузиастов,5к39,Андроновка,
1157,СмениКварти.Ру,real_estate_agent,https://www.cian.ru/sale/flat/277531258/,Москва,sale,flat,8,9,1,27.6,-1,0,5700000,Южное Тушино, Свободы,35С18,Сходненская,
1158,ИНСТАР Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299880337/,Москва,sale,flat,3,5,1,19.4,-1,0,5723000,Марфино,Гостиничный проезд,6К2,Окружная,
1159,ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296486978/,Москва,sale,flat,1,14,1,20.7,-1,0,5700000,Братеево,Ключевая ,10К2,Алма-Атинская,
1160,Елена Бурлакова,realtor,https://www.cian.ru/sale/flat/295055602/,Москва,sale,flat,3,3,1,35.7,-1,0,5700000,, Десятинная,23,Апрелевка,Борисоглебское
1161,ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297971520/,Москва,sale,flat,1,6,-1,43.0,-1,0,5700000,Басманный,Большая Почтовая ,18/20К6,Электрозаводская,
1162,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300234116/,Москва,sale,flat,5,5,1,59.5,-1,0,5790000,, Жемчужная,1к2,Филатов Луг,Марьино Град
1163,Денис Каргин,realtor,https://www.cian.ru/sale/flat/294972720/,Москва,sale,flat,2,3,1,23.0,-1,0,5799999,Головинский,Солнечногорский проезд,17,Моссельмаш,
1164,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300737127/,Москва,sale,flat,3,5,1,30.3,-1,0,5800000,,,,,
1165,Подмосковные вечера,real_estate_agent,https://www.cian.ru/sale/flat/275040150/,Москва,sale,flat,4,4,1,38.4,-1,0,5800000,, Центральная,33,Крёкшино,
1166,Михаил Максимов,realtor,https://www.cian.ru/sale/flat/297382103/,Москва,sale,flat,1,3,1,42.0,-1,0,5800000,, Генерала Донскова,21к4,Апрелевка,Борисоглебское
1167,Октябрьская,real_estate_agent,https://www.cian.ru/sale/flat/292311184/,Москва,sale,flat,4,5,1,31.3,-1,0,5890000,Новая Москва, Лесная,87,Тёплый Стан,
1168,ЕСН,real_estate_agent,https://www.cian.ru/sale/flat/297954187/,Москва,sale,flat,1,7,1,30.0,-1,0,5900000,Сокольники,Малая Остроумовская ,1/10,Сокольники,
1169,Анна Смирнова,realtor,https://www.cian.ru/sale/flat/297496940/,Москва,sale,flat,3,14,-1,40.0,-1,0,5900000,Зябликово,Ореховый бульвар,61К1,Красногвардейская,
1170,Астория,real_estate_agent,https://www.cian.ru/sale/flat/297089589/,Москва,sale,flat,4,5,1,30.4,-1,0,5999000,, Центральная,4,Подольск,
1171,Октябрьская,real_estate_agent,https://www.cian.ru/sale/flat/301544259/,Москва,sale,flat,2,5,1,13.0,-1,0,5900000,Черемушки,Херсонская ,41А,Зюзино,
1172,Мария Бонами,realtor,https://www.cian.ru/sale/flat/299644798/,Москва,sale,flat,6,12,1,42.0,-1,0,5999000,, Гореловская,3,Силикатная,
1173,NOVEL,real_estate_agent,https://www.cian.ru/sale/flat/301230972/,Москва,sale,flat,5,5,1,40.0,-1,0,5900000,, Жемчужная,1к6,Филатов Луг,Марьино Град
1174,Альбина Полякова,realtor,https://www.cian.ru/sale/flat/301322263/,Москва,sale,flat,9,9,1,20.0,-1,0,5950000,,проспект Новосередневский,17к1,Филатов Луг,Середневский лес
1175,НДВ,real_estate_agent,https://www.cian.ru/sale/flat/295982641/,Москва,sale,flat,1,3,1,19.2,-1,0,5990000,Головинский,Солнечногорский проезд,17,Моссельмаш,
1176,ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297250645/,Москва,sale,flat,2,7,1,43.7,-1,0,5970000,,,к5Б,Крёкшино,Эдельвейс ЖК
1177,Анна Мирошниченко,realtor,https://www.cian.ru/sale/flat/297261517/,Москва,sale,flat,2,3,1,15.7,-1,0,5900000,Вешняки,аллея Первой Маевки,15с3,Вешняки,
1178,Денис Каргин,realtor,https://www.cian.ru/sale/flat/300667437/,Москва,sale,flat,3,5,1,20.3,-1,0,5999999,Марфино,Гостиничная ,5,Окружная,
1179,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299244425/,Москва,sale,flat,1,5,1,36.7,-1,0,6000000,, Новая,2,Коммунарка,
1180,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301504018/,Москва,sale,flat,3,3,1,48.8,-1,0,6000000,, Генерала Донскова,23к1,Апрелевка,Борисоглебское
1181,Дeльта,real_estate_agent,https://www.cian.ru/sale/flat/301497888/,Москва,sale,flat,3,5,-1,30.1,-1,0,6000000,Котловка,Нагорная ,29К4,Нагорная,
1182,ИНКОМ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301562663/,Москва,sale,flat,2,6,1,22.1,-1,0,6000000,Вешняки,аллея Первой Маевки,15с1,Вешняки,
1183,Сергей Балашов,realtor,https://www.cian.ru/sale/flat/297983334/,Москва,sale,flat,5,12,1,41.3,-1,0,6000000,, Гореловская,3,Силикатная,
1184,Виктор Мягкий,realtor,https://www.cian.ru/sale/flat/298062136/,Москва,sale,flat,2,4,1,30.1,-1,0,6050000,, Парковая,11,Крёкшино,
1185,Наталья Мишина,realtor,https://www.cian.ru/sale/flat/298296912/,Москва,sale,flat,1,3,1,46.47,-1,0,6050000,, Генерала Донскова,25к5,Апрелевка,Борисоглебское
1186,Наталья Мишина,realtor,https://www.cian.ru/sale/flat/298278053/,Москва,sale,flat,3,3,1,46.5,-1,0,6080000,, Генерала Донскова,25к6,Апрелевка,Борисоглебское
1187,Наталья Мишина,realtor,https://www.cian.ru/sale/flat/298358914/,Москва,sale,flat,3,3,1,46.5,-1,0,6100000,, Генерала Донскова,25к5,Апрелевка,Борисоглебское
1188,Наталья Мишина,realtor,https://www.cian.ru/sale/flat/298066144/,Москва,sale,flat,2,3,1,46.47,-1,0,6100000,, Генерала Донскова,25к6,Апрелевка,Борисоглебское
1189,Наталья Мишина,realtor,https://www.cian.ru/sale/flat/298104305/,Москва,sale,flat,2,3,1,46.47,-1,0,6100000,, Генерала Донскова,25к5,Апрелевка,Борисоглебское
1190,DREAM HOUSE,real_estate_agent,https://www.cian.ru/sale/flat/256835034/,Москва,sale,flat,3,3,1,34.2,-1,0,6100000,, Борисоглебская Слобода,19,Саларьево,Борисоглебское
1191,Денис Камышанский,realtor,https://www.cian.ru/sale/flat/298819918/,Москва,sale,flat,3,3,1,33.4,-1,0,6100000,, Борисоглебская Слобода,7к2,Апрелевка,Борисоглебское
1192,SKYHOUND,real_estate_agent,https://www.cian.ru/sale/flat/298014479/,Москва,sale,flat,1,3,1,34.2,-1,0,6100000,, Десятинная,2к1,Апрелевка,Борисоглебское
1193,Елена Паршикова,realtor,https://www.cian.ru/sale/flat/295108777/,Москва,sale,flat,3,6,1,29.7,-1,0,6100000,, Жемчужная,1к6,Филатов Луг,Марьино Град
1194,Пилигрим,real_estate_agent,https://www.cian.ru/sale/flat/300928173/,Москва,sale,flat,4,5,1,38.8,-1,0,6100000,,,,,
1195,БЕСТ-Недвижимость на Баррикадной,real_estate_agent,https://www.cian.ru/sale/flat/293493990/,Москва,sale,flat,4,9,1,27.0,-1,0,6128125,Люблино, Верхние Поля,27С2,Братиславская,
1196,Наталья Мишина,realtor,https://www.cian.ru/sale/flat/298277557/,Москва,sale,flat,2,3,1,46.5,-1,0,6150000,, Генерала Донскова,25к6,Апрелевка,Борисоглебское
1197,Елена Мирова,realtor,https://www.cian.ru/sale/flat/299482165/,Москва,sale,flat,1,5,1,52.8,-1,0,6150000,Академический, Винокурова,7/5К2,Академическая,
1198,Наталья Селиванова,realtor,https://www.cian.ru/sale/flat/300533607/,Москва,sale,flat,1,5,1,30.1,-1,0,6190000,,,,,
1199,Альфия Ахмерова,realtor,https://www.cian.ru/sale/flat/300555315/,Москва,sale,flat,4,9,1,26.8,-1,0,6182125,Люблино, Верхние Поля,27С2,Братиславская,
1200,Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/295404061/,Москва,sale,flat,2,3,1,30.0,-1,0,6200000,, Центральная,35,Крёкшино,
1201,i-deal,real_estate_agent,https://www.cian.ru/sale/flat/299562394/,Москва,sale,flat,2,8,1,27.0,-1,0,6219000,Таганский,Нижегородская ,32С15а,Калитники,
1202,Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/297948597/,Москва,sale,flat,3,12,1,41.5,-1,0,6200000,, Гореловская,3,Силикатная,
1203,Александр Арно,realtor,https://www.cian.ru/sale/flat/298375255/,Москва,sale,flat,1,2,1,11.0,-1,0,6290000,Басманный,Гороховский переулок,6/1С2,Курская,
1204,ID 23264,realtor,https://www.cian.ru/sale/flat/301431563/,Москва,sale,flat,6,12,1,42.5,-1,0,6250000,, Гореловская,3,Силикатная,
1205,БЕСТ-Недвижимость на Баррикадной,real_estate_agent,https://www.cian.ru/sale/flat/290839049/,Москва,sale,flat,2,3,1,34.0,-1,0,6299000,, Борисоглебская Слобода,14,Апрелевка,Борисоглебское
1206,Panorama Realty,real_estate_agent,https://www.cian.ru/sale/flat/293475516/,Москва,sale,flat,5,5,1,34.0,-1,0,6200000,,,,,
1207,Сити Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296475412/,Москва,sale,flat,1,4,1,15.0,-1,0,6200000,Бабушкинский,Верхоянская ,10,Свиблово,
1208,Виктория Дускалиева,realtor,https://www.cian.ru/sale/flat/297217531/,Москва,sale,flat,1,3,1,30.7,-1,0,6200000,,,2,Тёплый Стан,
1209,Денис Каргин,realtor,https://www.cian.ru/sale/flat/285374995/,Москва,sale,flat,6,6,1,29.5,-1,0,6299000,Восточное Измайлово,Первомайская ,126,Первомайская,
1210,Римарком Владис,real_estate_agent,https://www.cian.ru/sale/flat/298038792/,Москва,sale,flat,4,4,1,38.8,-1,0,6300000,, Ирландская,4к2,Подольск,Ирландский квартал
1211,МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/297145162/,Москва,sale,flat,2,3,1,19.7,-1,0,6300000,Басманный,Большая Почтовая ,38С6,Электрозаводская,
1212,i-deal,real_estate_agent,https://www.cian.ru/sale/flat/299025994/,Москва,sale,flat,2,8,1,27.0,-1,0,6333000,Таганский,Нижегородская ,32С15а,Калитники,
1213,Татьяна Павлова,realtor,https://www.cian.ru/sale/flat/297788536/,Москва,sale,flat,4,5,1,19.0,-1,0,6300000,Солнцево, 50 лет Октября,2К2,Говорово,
1214,Байлар,real_estate_agent,https://www.cian.ru/sale/flat/294946828/,Москва,sale,flat,3,3,1,35.4,-1,0,6300000,, Борисоглебская Слобода,8,Апрелевка,Борисоглебское
1215,АПРИОРИ,real_estate_agent,https://www.cian.ru/sale/flat/301503149/,Москва,sale,flat,2,17,1,35.0,-1,0,6300000,, Текстильщиков,3к1,Троицк,
1216,Елена Мирова,realtor,https://www.cian.ru/sale/flat/298986136/,Москва,sale,flat,1,1,1,40.4,-1,0,6300000,Басманный, Радио,10С2а,Курская,
1217,СмениКварти.Ру,real_estate_agent,https://www.cian.ru/sale/flat/298451289/,Москва,sale,flat,2,3,1,35.4,-1,0,6300000,, Вышгородская,2,Апрелевка,Борисоглебское
1218,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300607945/,Москва,sale,flat,4,5,1,17.3,-1,0,6300000,Аэропорт,2-й Амбулаторный проезд,8С1,Красный Балтиец,
